nhm_id,byHRU,byHW,hw_id,byHWobs,level
23782,1,1,1770,0,2
23783,1,0,,0,1
23784,1,1,1770,0,2
23785,1,1,1772,0,2
23786,1,1,1756,1,3
23787,1,1,1756,1,3
23788,1,0,,0,1
23789,1,1,1568,1,3
23790,1,1,1774,0,2
23791,1,1,1707,1,3
23792,1,1,1520,1,3
23793,1,1,1567,0,2
23794,1,1,1707,1,3
23795,1,1,1569,0,2
23796,1,0,,0,1
23797,1,1,1569,0,2
23798,1,1,1709,1,3
23799,1,1,1520,1,3
23800,1,1,1772,0,2
23801,1,1,1569,0,2
23802,1,0,,0,1
23803,1,0,,0,1
23804,1,1,1568,1,3
23805,1,1,1568,1,3
23806,1,1,1568,1,3
23807,1,0,,0,1
23808,1,1,1568,1,3
23809,1,1,1756,1,3
23810,1,1,1568,1,3
23811,1,0,,0,1
23812,1,1,1567,0,2
23813,1,1,1568,1,3
23814,1,1,1568,1,3
23815,1,1,1568,1,3
23816,1,1,1689,1,3
23817,1,1,1689,1,3
23818,1,1,1756,1,3
23819,1,1,1689,1,3
23820,1,1,1689,1,3
23821,1,1,1689,1,3
23822,1,1,1567,0,2
23823,1,1,1756,1,3
23824,1,1,1689,1,3
23825,1,1,1689,1,3
23826,1,0,,0,1
23827,1,1,1689,1,3
23828,1,1,1568,1,3
23829,1,1,1568,1,3
23830,1,1,1689,1,3
23831,1,1,1689,1,3
23832,1,1,1568,1,3
23833,1,1,1568,1,3
23834,1,0,,0,1
23835,1,1,1567,0,2
23836,1,1,1568,1,3
23837,1,1,1689,1,3
23838,1,1,1689,1,3
23839,1,1,1689,1,3
23840,1,1,1568,1,3
23841,1,1,1689,1,3
23842,1,1,1568,1,3
23843,1,1,1568,1,3
23844,1,1,1568,1,3
23845,1,1,1568,1,3
23846,1,1,1568,1,3
23847,1,1,1689,1,3
23848,1,1,1689,1,3
23849,1,1,1568,1,3
23850,1,1,1689,1,3
23851,1,1,1689,1,3
23852,1,1,1689,1,3
23853,1,1,1737,0,2
23854,1,1,1689,1,3
23855,1,1,1689,1,3
23856,1,1,1689,1,3
23857,1,0,,0,1
23858,1,1,1689,1,3
23859,1,1,1689,1,3
23860,1,1,1689,1,3
23861,1,1,1689,1,3
23862,1,1,1737,0,2
23863,1,1,1737,0,2
23864,1,1,1737,0,2
23865,1,1,1737,0,2
23866,1,1,1689,1,3
23867,1,1,1689,1,3
23868,1,1,1568,1,3
23869,1,0,,0,1
23870,1,1,1692,0,2
23871,1,1,1692,0,2
23872,1,1,1737,0,2
23873,1,0,,0,1
23874,1,0,,0,1
23875,1,1,1689,1,3
23876,1,0,,0,1
23877,1,1,1737,0,2
23878,1,1,1737,0,2
23879,1,1,1689,1,3
23880,1,1,1737,0,2
23881,1,1,1737,0,2
23882,1,1,1737,0,2
23883,1,1,1692,0,2
23884,1,1,1689,1,3
23885,1,1,1689,1,3
23886,1,1,1737,0,2
23887,1,0,,0,1
23888,1,1,1737,0,2
23889,1,0,,0,1
23890,1,1,1689,1,3
23891,1,1,1689,1,3
23892,1,1,1737,0,2
23893,1,1,1689,1,3
23894,1,1,1689,1,3
23895,1,1,1689,1,3
23896,1,1,1689,1,3
23897,1,1,1692,0,2
23898,1,1,1689,1,3
23899,1,1,1689,1,3
23900,1,1,1689,1,3
23901,1,1,1689,1,3
23902,1,1,1729,1,3
23903,1,1,1689,1,3
23904,1,1,1689,1,3
23905,1,1,1729,1,3
23906,1,1,1689,1,3
23907,1,1,1737,0,2
23908,1,1,1737,0,2
23909,1,1,1687,0,2
23910,1,0,,0,1
23911,1,1,1736,1,3
23912,1,0,,0,1
23913,1,1,1689,1,3
23914,1,1,1736,1,3
23915,1,1,1736,1,3
23916,1,1,1687,0,2
23917,1,1,1736,1,3
23918,1,0,,0,1
23919,1,0,,0,1
23920,1,1,1736,1,3
23921,1,0,,0,1
23922,1,1,1736,1,3
23923,1,1,1736,1,3
23924,1,1,1736,1,3
23925,1,1,1736,1,3
23926,1,0,,0,1
23927,1,0,,0,1
23928,1,0,,0,1
23929,1,0,,0,1
23930,1,1,1736,1,3
23931,1,0,,0,1
23932,1,0,,0,1
23933,1,0,,0,1
23934,1,0,,0,1
23935,1,1,1689,1,3
23936,1,1,1736,1,3
23937,1,1,1736,1,3
23938,1,1,1729,1,3
23939,1,1,1729,1,3
23940,1,1,1736,1,3
23941,1,1,1691,0,2
23942,1,0,,0,1
23943,1,0,,0,1
23944,1,1,1736,1,3
23945,1,1,1736,1,3
23946,1,1,1736,1,3
23947,1,1,1736,1,3
23948,1,1,1736,1,3
23949,1,1,1736,1,3
23950,1,1,1736,1,3
23951,1,1,1688,0,2
23952,1,1,1736,1,3
23953,1,0,,0,1
23954,1,0,,0,1
23955,1,0,,0,1
23956,1,1,1686,0,2
23957,1,0,,0,1
23958,1,1,1736,1,3
23959,1,1,1736,1,3
23960,1,1,1691,0,2
23961,1,0,,0,1
23962,1,0,,0,1
23963,1,1,1686,0,2
23964,1,0,,0,1
23965,1,1,1689,1,3
23966,1,1,1727,0,2
23967,1,1,1746,0,2
23968,1,1,1727,0,2
23969,1,1,1736,1,3
23970,1,0,,0,1
23971,1,1,1746,0,2
23972,1,1,1736,1,3
23973,1,1,1684,1,3
23974,1,1,1736,1,3
23975,1,1,1746,0,2
23976,1,1,1729,1,3
23977,1,1,1729,1,3
23978,1,1,1736,1,3
23979,1,1,1684,1,3
23980,1,1,1746,0,2
23981,1,1,1728,0,2
23982,1,0,,0,1
23983,1,1,1691,0,2
23984,1,0,,0,1
23985,1,0,,0,1
23986,1,1,1728,0,2
23987,1,0,,0,1
23988,1,0,,0,1
23989,1,0,,0,1
23990,1,0,,0,1
23991,1,0,,0,1
23992,1,0,,0,1
23993,1,0,,0,1
23994,1,0,,0,1
23995,1,0,,0,1
23996,1,0,,0,1
23997,1,0,,0,1
23998,1,0,,0,1
23999,1,1,1729,1,3
24000,1,1,1729,1,3
24001,1,1,1729,1,3
24002,1,1,1729,1,3
24003,1,0,,0,1
24004,1,1,1729,1,3
24005,1,1,1729,1,3
24006,1,1,1729,1,3
24007,1,1,1684,1,3
24008,1,1,1686,0,2
24009,1,0,,0,1
24010,1,1,1688,0,2
24011,1,1,1729,1,3
24012,1,1,1691,0,2
24013,1,1,1729,1,3
24014,1,1,1729,1,3
24015,1,1,1729,1,3
24016,1,1,1730,1,3
24017,1,0,,0,1
24018,1,1,1686,0,2
24019,1,1,1684,1,3
24020,1,1,1736,1,3
24021,1,0,,0,1
24022,1,1,1729,1,3
24023,1,1,1729,1,3
24024,1,1,1729,1,3
24025,1,1,1729,1,3
24026,1,1,1729,1,3
24027,1,0,,0,1
24028,1,1,1684,1,3
24029,1,1,1726,1,3
24030,1,0,,0,1
24031,1,0,,0,1
24032,1,1,1729,1,3
24033,1,1,1726,1,3
24034,1,1,1726,1,3
24035,1,1,1726,1,3
24036,1,0,,0,1
24037,1,1,1747,0,2
24038,1,1,1691,0,2
24039,1,1,1729,1,3
24040,1,1,1730,1,3
24041,1,1,1684,1,3
24042,1,1,1729,1,3
24043,1,1,1684,1,3
24044,1,1,1730,1,3
24045,1,1,1684,1,3
24046,1,1,1730,1,3
24047,1,1,1729,1,3
24048,1,1,1729,1,3
24049,1,1,1726,1,3
24050,1,1,1730,1,3
24051,1,1,1726,1,3
24052,1,1,1747,0,2
24053,1,1,1684,1,3
24054,1,0,,0,1
24055,1,1,1729,1,3
24056,1,1,1743,1,3
24057,1,1,1726,1,3
24058,1,0,,0,1
24059,1,1,1744,0,2
24060,1,1,1726,1,3
24061,1,0,,0,1
24062,1,0,,0,1
24063,1,1,1730,1,3
24064,1,1,1726,1,3
24065,1,0,,0,1
24066,1,1,1729,1,3
24067,1,1,1691,0,2
24068,1,1,1744,0,2
24069,1,1,1730,1,3
24070,1,0,,0,1
24071,1,1,1729,1,3
24072,1,1,1730,1,3
24073,1,1,1726,1,3
24074,1,1,1726,1,3
24075,1,1,1729,1,3
24076,1,1,1726,1,3
24077,1,1,1730,1,3
24078,1,1,1726,1,3
24079,1,1,1743,1,3
24080,1,1,1726,1,3
24081,1,1,1730,1,3
24082,1,1,1745,0,2
24083,1,1,1684,1,3
24084,1,1,1745,0,2
24085,1,1,1743,1,3
24086,1,1,1745,0,2
24087,1,1,1730,1,3
24088,1,1,1744,0,2
24089,1,1,1730,1,3
24090,1,1,1743,1,3
24091,1,1,1744,0,2
24092,1,1,1695,0,2
24093,1,1,1730,1,3
24094,1,1,1695,0,2
24095,1,1,1744,0,2
24096,1,0,,0,1
24097,1,0,,0,1
24098,1,0,,0,1
24099,1,0,,0,1
24100,1,0,,0,1
24101,1,0,,0,1
24102,1,1,1694,0,2
24103,1,1,1743,1,3
24104,1,0,,0,1
24105,1,1,1745,0,2
24106,1,0,,0,1
24107,1,1,1694,0,2
24108,1,1,1730,1,3
24109,1,1,1744,0,2
24110,1,0,,0,1
24111,1,1,1744,0,2
24112,1,0,,0,1
24113,1,1,1744,0,2
24114,1,0,,0,1
24115,1,1,1699,0,2
24116,1,1,1730,1,3
24117,1,1,1699,0,2
24118,1,0,,0,1
24119,1,0,,0,1
24120,1,1,1744,0,2
24121,1,1,1697,1,3
24122,1,1,1730,1,3
24123,1,0,,0,1
24124,1,1,1743,1,3
24125,1,1,1743,1,3
24126,1,1,1744,0,2
24127,1,1,1696,0,2
24128,1,1,1696,0,2
24129,1,1,1697,1,3
24130,1,0,,0,1
24131,1,1,1743,1,3
24132,1,1,1730,1,3
24133,1,1,1696,0,2
24134,1,1,1696,0,2
24135,1,1,1697,1,3
24136,1,1,1743,1,3
24137,1,1,1697,1,3
24138,1,1,1743,1,3
24139,1,1,1743,1,3
24140,1,1,1743,1,3
24141,1,0,,0,1
24142,1,0,,0,1
24143,1,0,,0,1
24144,1,0,,0,1
24145,1,1,1693,1,3
24146,1,1,1693,1,3
24147,1,1,1693,1,3
24148,1,1,1743,1,3
24149,1,1,1697,1,3
24150,1,1,1696,0,2
24151,1,1,1730,1,3
24152,1,1,1729,1,3
24153,1,1,1745,0,2
24154,1,1,1684,1,3
24155,1,1,1729,1,3
24156,1,1,1691,0,2
24157,1,1,1684,1,3
24158,1,1,1688,0,2
24159,1,1,1686,0,2
24160,1,1,1689,1,3
24161,1,1,1727,0,2
24162,1,1,1689,1,3
24163,1,1,1746,0,2
24164,1,1,1689,1,3
24165,1,1,1689,1,3
24166,1,1,1689,1,3
24167,1,1,1736,1,3
24168,1,1,1687,0,2
24169,1,1,1689,1,3
24170,1,1,1736,1,3
24171,1,1,1737,0,2
24172,1,1,1568,1,3
24173,1,1,1568,1,3
24174,1,1,1737,0,2
24175,1,1,1568,1,3
24176,1,1,1692,0,2
24177,1,1,1567,0,2
24178,1,1,1737,0,2
24179,1,1,1690,0,2
24180,1,1,1569,0,2
24181,1,1,1568,1,3
24182,1,1,1568,1,3
24183,1,1,1756,1,3
24184,1,1,1774,0,2
24185,1,1,1773,0,2
24186,1,1,1689,1,3
24187,1,1,1776,1,3
24188,1,1,1568,1,3
24189,1,1,1689,1,3
24190,1,1,1707,1,3
24191,1,1,1777,0,2
24192,1,1,1520,1,3
24193,1,1,1709,1,3
24194,1,1,1520,1,3
24195,1,1,1568,1,3
24196,1,1,1777,0,2
24197,1,1,1777,0,2
24198,1,1,1756,1,3
24199,1,1,1756,1,3
24200,1,1,1520,1,3
24201,1,1,1756,1,3
24202,1,1,1707,1,3
24203,1,1,1756,1,3
24204,1,1,1707,1,3
24205,1,1,1572,0,2
24206,1,1,1707,1,3
24207,1,1,1521,0,2
24208,1,1,1573,0,2
24209,1,1,1527,0,2
24210,1,1,1756,1,3
24211,1,1,1526,0,2
24212,1,1,1521,0,2
24213,1,1,1707,1,3
24214,1,1,1783,1,3
24215,1,1,1713,0,2
24216,1,1,1702,0,2
24217,1,1,1713,0,2
24218,1,1,1701,0,2
24219,1,1,1831,0,2
24220,1,1,1701,0,2
24221,1,1,1830,0,2
24222,1,1,1701,0,2
24223,1,1,1703,0,2
24224,1,1,1832,0,2
24225,1,1,1833,0,2
24226,1,1,1704,0,2
24227,1,1,1795,1,3
24228,1,1,1706,0,2
24229,1,1,1795,1,3
24230,1,1,1795,1,3
24231,1,1,1795,1,3
24232,1,1,1829,0,2
24233,1,1,1822,0,2
24234,1,1,1784,0,2
24235,1,1,1706,0,2
24236,1,1,1826,0,2
24237,1,1,1788,0,2
24238,1,1,1789,0,2
24239,1,1,1839,0,2
24240,1,1,1823,0,2
24241,1,1,1787,0,2
24242,1,1,1837,0,2
24243,1,1,1786,1,3
24244,1,1,1837,0,2
24245,1,1,1821,1,3
24246,1,1,1837,0,2
24247,1,1,1821,1,3
24248,1,1,1821,1,3
24249,1,1,1821,1,3
24250,1,1,1824,1,3
24251,1,1,1821,1,3
24252,1,1,1824,1,3
24253,1,1,1824,1,3
24254,1,1,1837,0,2
24255,1,1,1837,0,2
24256,1,1,1838,1,3
24257,1,1,1838,1,3
24258,1,1,1520,1,3
24259,1,1,1520,1,3
24260,1,1,1521,0,2
24261,1,1,1521,0,2
24262,1,1,1520,1,3
24263,1,1,1527,0,2
24264,1,1,1526,0,2
24265,1,1,1568,1,3
24266,1,1,1568,1,3
24267,1,1,1568,1,3
24268,1,1,1568,1,3
24269,1,1,1568,1,3
24270,1,1,1568,1,3
24271,1,1,1568,1,3
24272,1,1,1567,0,2
24273,1,1,1569,0,2
24274,1,1,1572,0,2
24275,1,1,1573,0,2
24276,1,1,1684,1,3
24277,1,1,1684,1,3
24278,1,1,1686,0,2
24279,1,1,1688,0,2
24280,1,1,1687,0,2
24281,1,1,1689,1,3
24282,1,1,1689,1,3
24283,1,1,1689,1,3
24284,1,1,1689,1,3
24285,1,1,1689,1,3
24286,1,1,1689,1,3
24287,1,1,1690,0,2
24288,1,1,1689,1,3
24289,1,1,1689,1,3
24290,1,1,1691,0,2
24291,1,1,1692,0,2
24292,1,1,1693,1,3
24293,1,1,1697,1,3
24294,1,1,1696,0,2
24295,1,1,1702,0,2
24296,1,1,1701,0,2
24297,1,1,1701,0,2
24298,1,1,1701,0,2
24299,1,1,1704,0,2
24300,1,1,1703,0,2
24301,1,1,1706,0,2
24302,1,1,1706,0,2
24303,1,1,1707,1,3
24304,1,1,1709,1,3
24305,1,1,1707,1,3
24306,1,1,1707,1,3
24307,1,1,1713,0,2
24308,1,1,1707,1,3
24309,1,1,1707,1,3
24310,1,1,1713,0,2
24311,1,1,1730,1,3
24312,1,1,1729,1,3
24313,1,1,1729,1,3
24314,1,1,1727,0,2
24315,1,1,1736,1,3
24316,1,1,1737,0,2
24317,1,1,1736,1,3
24318,1,1,1737,0,2
24319,1,1,1737,0,2
24320,1,1,1743,1,3
24321,1,1,1745,0,2
24322,1,1,1746,0,2
24323,1,1,1756,1,3
24324,1,1,1756,1,3
24325,1,1,1756,1,3
24326,1,1,1756,1,3
24327,1,1,1756,1,3
24328,1,1,1756,1,3
24329,1,1,1774,0,2
24330,1,1,1776,1,3
24331,1,1,1777,0,2
24332,1,1,1773,0,2
24333,1,1,1777,0,2
24334,1,1,1777,0,2
24335,1,1,1783,1,3
24336,1,1,1784,0,2
24337,1,1,1789,0,2
24338,1,1,1787,0,2
24339,1,1,1786,1,3
24340,1,1,1788,0,2
24341,1,1,1795,1,3
24342,1,1,1795,1,3
24343,1,1,1795,1,3
24344,1,1,1795,1,3
24345,1,1,1821,1,3
24346,1,1,1821,1,3
24347,1,1,1821,1,3
24348,1,1,1821,1,3
24349,1,1,1821,1,3
24350,1,1,1824,1,3
24351,1,1,1824,1,3
24352,1,1,1824,1,3
24353,1,1,1822,0,2
24354,1,1,1826,0,2
24355,1,1,1829,0,2
24356,1,1,1823,0,2
24357,1,1,1831,0,2
24358,1,1,1830,0,2
24359,1,1,1832,0,2
24360,1,1,1833,0,2
24361,1,1,1839,0,2
24362,1,1,1837,0,2
24363,1,1,1837,0,2
24364,1,1,1837,0,2
24365,1,1,1837,0,2
24366,1,1,1837,0,2
24367,1,1,1838,1,3
24368,1,1,1838,1,3
24369,1,1,1838,1,3
24370,1,1,1838,1,3
24371,1,1,1825,0,2
24372,1,1,1825,0,2
24373,1,1,1828,1,3
24374,1,1,1827,0,2
24375,1,1,1827,0,2
24376,1,1,1828,1,3
24377,1,1,1834,0,2
24378,1,1,1836,0,2
24379,1,1,1824,1,3
24380,1,1,1824,1,3
24381,1,1,1834,0,2
24382,1,1,1836,0,2
24383,1,1,1703,0,2
24384,1,1,1705,0,2
24385,1,1,1705,0,2
24386,1,1,1703,0,2
24387,1,1,1706,0,2
24388,1,1,1703,0,2
24389,1,1,1702,0,2
24390,1,1,1785,0,2
24391,1,1,1702,0,2
24392,1,1,1785,0,2
24393,1,1,1795,1,3
24394,1,1,1795,1,3
24395,1,1,1711,0,2
24396,1,1,1712,0,2
24397,1,1,1711,0,2
24398,1,1,1712,0,2
24399,1,1,1523,0,2
24400,1,1,1523,0,2
24401,1,1,1571,1,3
24402,1,1,1796,0,2
24403,1,1,1571,1,3
24404,1,1,1796,0,2
24405,1,1,1783,1,3
24406,1,1,1783,1,3
24407,1,1,1708,0,2
24408,1,1,1708,0,2
24409,1,1,1710,0,2
24410,1,1,1710,0,2
24411,1,1,1522,0,2
24412,1,1,1525,0,2
24413,1,1,1522,0,2
24414,1,1,1525,0,2
24415,1,1,1709,1,3
24416,1,1,1709,1,3
24417,1,1,1570,0,2
24418,1,1,1570,0,2
24419,1,1,1771,0,2
24420,1,1,1770,0,2
24421,1,1,1775,0,2
24422,1,1,1756,1,3
24423,1,1,1756,1,3
24424,1,1,1778,0,2
24425,1,1,1781,0,2
24426,1,1,1782,0,2
24427,1,1,1756,1,3
24428,1,1,1756,1,3
24429,1,1,1771,0,2
24430,1,1,1770,0,2
24431,1,1,1775,0,2
24432,1,1,1778,0,2
24433,1,1,1782,0,2
24434,1,1,1781,0,2
24435,1,1,1689,1,3
24436,1,1,1689,1,3
24437,1,1,1737,0,2
24438,1,1,1737,0,2
24439,1,1,1736,1,3
24440,1,1,1736,1,3
24441,1,1,1729,1,3
24442,1,1,1729,1,3
24443,1,1,1685,0,2
24444,1,1,1685,0,2
24445,1,1,1729,1,3
24446,1,1,1728,0,2
24447,1,1,1729,1,3
24448,1,1,1728,0,2
24449,1,1,1730,1,3
24450,1,1,1730,1,3
24451,1,1,1730,1,3
24452,1,1,1726,1,3
24453,1,1,1730,1,3
24454,1,1,1730,1,3
24455,1,1,1730,1,3
24456,1,1,1726,1,3
24457,1,1,1747,0,2
24458,1,1,1747,0,2
24459,1,1,1699,0,2
24460,1,1,1695,0,2
24461,1,1,1695,0,2
24462,1,1,1700,0,2
24463,1,1,1698,0,2
24464,1,1,1699,0,2
24465,1,1,1695,0,2
24466,1,1,1695,0,2
24467,1,1,1700,0,2
24468,1,1,1698,0,2
24469,1,1,1744,0,2
24470,1,1,1744,0,2
24471,1,1,1744,0,2
24472,1,1,1744,0,2
24473,1,1,1626,0,2
24474,1,1,1626,0,2
24475,1,1,1626,0,2
24476,1,1,1626,0,2
24477,1,1,1626,0,2
24478,1,1,1626,0,2
24479,1,1,1625,0,2
24480,1,1,1625,0,2
24481,1,1,1626,0,2
24482,1,1,1627,0,2
24483,1,1,1627,0,2
24484,1,1,1625,0,2
24485,1,1,1625,0,2
24486,1,1,1625,0,2
24487,1,1,1625,0,2
24488,1,1,1625,0,2
24489,1,1,1625,0,2
24490,1,1,1626,0,2
24491,1,1,1625,0,2
24492,1,1,1625,0,2
24493,1,1,1625,0,2
24494,1,1,1625,0,2
24495,1,1,1625,0,2
24496,1,1,1625,0,2
24497,1,1,1625,0,2
24498,1,1,1626,0,2
24499,1,1,1626,0,2
24500,1,1,1626,0,2
24501,1,1,1626,0,2
24502,1,1,1627,0,2
24503,1,1,1627,0,2
24504,1,1,1626,0,2
24505,1,1,1626,0,2
24506,1,1,1626,0,2
24507,1,1,1626,0,2
24508,1,1,1626,0,2
24509,1,1,1626,0,2
24510,1,1,1626,0,2
24511,1,1,1768,0,2
24512,1,1,1626,0,2
24513,1,1,1768,0,2
24514,1,1,1626,0,2
24515,1,0,,0,1
24516,1,1,1625,0,2
24517,1,1,1626,0,2
24518,1,1,1625,0,2
24519,1,1,1768,0,2
24520,1,1,1626,0,2
24521,1,0,,0,1
24522,1,0,,0,1
24523,1,1,1768,0,2
24524,1,1,1768,0,2
24525,1,1,1624,0,2
24526,1,1,1624,0,2
24527,1,1,1768,0,2
24528,1,1,1790,1,3
24529,1,1,1768,0,2
24530,1,1,1768,0,2
24531,1,1,1626,0,2
24532,1,1,1790,1,3
24533,1,1,1790,1,3
24534,1,1,1626,0,2
24535,1,1,1626,0,2
24536,1,1,1790,1,3
24537,1,1,1790,1,3
24538,1,1,1624,0,2
24539,1,1,1624,0,2
24540,1,1,1626,0,2
24541,1,1,1768,0,2
24542,1,1,1790,1,3
24543,1,1,1790,1,3
24544,1,0,,0,1
24545,1,1,1790,1,3
24546,1,1,1768,0,2
24547,1,1,1626,0,2
24548,1,1,1790,1,3
24549,1,1,1790,1,3
24550,1,1,1790,1,3
24551,1,1,1768,0,2
24552,1,1,1768,0,2
24553,1,1,1768,0,2
24554,1,0,,0,1
24555,1,1,1619,0,2
24556,1,0,,0,1
24557,1,0,,0,1
24558,1,0,,0,1
24559,1,1,1619,0,2
24560,1,1,1623,0,2
24561,1,1,1623,0,2
24562,1,0,,0,1
24563,1,0,,0,1
24564,1,1,1768,0,2
24565,1,0,,0,1
24566,1,0,,0,1
24567,1,1,1768,0,2
24568,1,1,1768,0,2
24569,1,1,1790,1,3
24570,1,0,,0,1
24571,1,1,1790,1,3
24572,1,1,1790,1,3
24573,1,1,1790,1,3
24574,1,1,1767,0,2
24575,1,1,1767,0,2
24576,1,0,,0,1
24577,1,1,1621,0,2
24578,1,0,,0,1
24579,1,1,1621,0,2
24580,1,0,,0,1
24581,1,0,,0,1
24582,1,1,1618,1,3
24583,1,1,1618,1,3
24584,1,1,1619,0,2
24585,1,1,1619,0,2
24586,1,0,,0,1
24587,1,0,,0,1
24588,1,1,1622,0,2
24589,1,0,,0,1
24590,1,1,1766,0,2
24591,1,0,,0,1
24592,1,1,1765,0,2
24593,1,1,1790,1,3
24594,1,1,1766,0,2
24595,1,1,1618,1,3
24596,1,0,,0,1
24597,1,1,1765,0,2
24598,1,0,,0,1
24599,1,0,,0,1
24600,1,1,1618,1,3
24601,1,1,1765,0,2
24602,1,0,,0,1
24603,1,0,,0,1
24604,1,1,1765,0,2
24605,1,1,1620,0,2
24606,1,1,1765,0,2
24607,1,1,1622,0,2
24608,1,0,,0,1
24609,1,0,,0,1
24610,1,1,1620,0,2
24611,1,1,1620,0,2
24612,1,1,1620,0,2
24613,1,0,,0,1
24614,1,0,,0,1
24615,1,0,,0,1
24616,1,1,1618,1,3
24617,1,1,1769,0,2
24618,1,1,1618,1,3
24619,1,0,,0,1
24620,1,0,,0,1
24621,1,1,1618,1,3
24622,1,1,1618,1,3
24623,1,1,1618,1,3
24624,1,0,,0,1
24625,1,1,1790,1,3
24626,1,1,1790,1,3
24627,1,1,1620,0,2
24628,1,1,1622,0,2
24629,1,1,1618,1,3
24630,1,1,1619,0,2
24631,1,1,1619,0,2
24632,1,0,,0,1
24633,1,1,1618,1,3
24634,1,1,1618,1,3
24635,1,1,1618,1,3
24636,1,1,1618,1,3
24637,1,1,1620,0,2
24638,1,1,1618,1,3
24639,1,1,1790,1,3
24640,1,1,1790,1,3
24641,1,1,1618,1,3
24642,1,1,1618,1,3
24643,1,1,1790,1,3
24644,1,0,,0,1
24645,1,0,,0,1
24646,1,1,1764,0,2
24647,1,1,1618,1,3
24648,1,1,1617,0,2
24649,1,0,,0,1
24650,1,1,1618,1,3
24651,1,0,,0,1
24652,1,0,,0,1
24653,1,1,1790,1,3
24654,1,0,,0,1
24655,1,1,1769,0,2
24656,1,1,1620,0,2
24657,1,1,1620,0,2
24658,1,1,1620,0,2
24659,1,1,1763,0,2
24660,1,1,1764,0,2
24661,1,1,1622,0,2
24662,1,1,1617,0,2
24663,1,1,1763,0,2
24664,1,1,1620,0,2
24665,1,1,1616,0,2
24666,1,1,1618,1,3
24667,1,1,1620,0,2
24668,1,1,1618,1,3
24669,1,1,1618,1,3
24670,1,0,,0,1
24671,1,0,,0,1
24672,1,0,,0,1
24673,1,0,,0,1
24674,1,1,1622,0,2
24675,1,1,1790,1,3
24676,1,1,1790,1,3
24677,1,1,1790,1,3
24678,1,1,1620,0,2
24679,1,1,1790,1,3
24680,1,1,1790,1,3
24681,1,1,1763,0,2
24682,1,1,1763,0,2
24683,1,1,1790,1,3
24684,1,1,1620,0,2
24685,1,1,1790,1,3
24686,1,1,1763,0,2
24687,1,1,1763,0,2
24688,1,1,1763,0,2
24689,1,1,1618,1,3
24690,1,1,1790,1,3
24691,1,1,1763,0,2
24692,1,1,1790,1,3
24693,1,1,1790,1,3
24694,1,1,1620,0,2
24695,1,1,1790,1,3
24696,1,0,,0,1
24697,1,1,1617,0,2
24698,1,1,1763,0,2
24699,1,1,1790,1,3
24700,1,1,1622,0,2
24701,1,0,,0,1
24702,1,1,1620,0,2
24703,1,1,1616,0,2
24704,1,0,,0,1
24705,1,1,1620,0,2
24706,1,1,1761,0,2
24707,1,0,,0,1
24708,1,1,1618,1,3
24709,1,1,1617,0,2
24710,1,1,1763,0,2
24711,1,1,1763,0,2
24712,1,0,,0,1
24713,1,1,1763,0,2
24714,1,1,1763,0,2
24715,1,1,1763,0,2
24716,1,1,1616,0,2
24717,1,1,1616,0,2
24718,1,1,1763,0,2
24719,1,1,1761,0,2
24720,1,1,1763,0,2
24721,1,0,,0,1
24722,1,1,1620,0,2
24723,1,1,1763,0,2
24724,1,1,1620,0,2
24725,1,0,,0,1
24726,1,1,1763,0,2
24727,1,0,,0,1
24728,1,1,1763,0,2
24729,1,1,1620,0,2
24730,1,0,,0,1
24731,1,1,1763,0,2
24732,1,1,1763,0,2
24733,1,1,1762,0,2
24734,1,1,1763,0,2
24735,1,1,1620,0,2
24736,1,1,1620,0,2
24737,1,1,1620,0,2
24738,1,1,1620,0,2
24739,1,1,1763,0,2
24740,1,1,1620,0,2
24741,1,1,1620,0,2
24742,1,1,1620,0,2
24743,1,1,1762,0,2
24744,1,1,1762,0,2
24745,1,0,,0,1
24746,1,1,1762,0,2
24747,1,1,1763,0,2
24748,1,0,,0,1
24749,1,1,1762,0,2
24750,1,1,1763,0,2
24751,1,1,1762,0,2
24752,1,1,1763,0,2
24753,1,1,1763,0,2
24754,1,1,1620,0,2
24755,1,1,1762,0,2
24756,1,1,1762,0,2
24757,1,1,1620,0,2
24758,1,0,,0,1
24759,1,0,,0,1
24760,1,0,,0,1
24761,1,1,1763,0,2
24762,1,0,,0,1
24763,1,1,1763,0,2
24764,1,1,1763,0,2
24765,1,0,,0,1
24766,1,0,,0,1
24767,1,0,,0,1
24768,1,0,,0,1
24769,1,0,,0,1
24770,1,0,,0,1
24771,1,0,,0,1
24772,1,0,,0,1
24773,1,0,,0,1
24774,1,1,1749,1,3
24775,1,0,,0,1
24776,1,0,,0,1
24777,1,0,,0,1
24778,1,1,1750,1,3
24779,1,1,1750,1,3
24780,1,1,1750,1,3
24781,1,1,1749,1,3
24782,1,0,,0,1
24783,1,1,1750,1,3
24784,1,1,1749,1,3
24785,1,1,1750,1,3
24786,1,1,1750,1,3
24787,1,1,1749,1,3
24788,1,0,,0,1
24789,1,1,1750,1,3
24790,1,1,1750,1,3
24791,1,1,1750,1,3
24792,1,1,1750,1,3
24793,1,1,1750,1,3
24794,1,1,1750,1,3
24795,1,1,1750,1,3
24796,1,1,1750,1,3
24797,1,1,1750,1,3
24798,1,0,,0,1
24799,1,1,1750,1,3
24800,1,0,,0,1
24801,1,1,1750,1,3
24802,1,1,1750,1,3
